k,delta,tilde_norm,x_norm,tx
0,0.1,0.3100272215851364,7.0710678118654755,1
1,0.1,0.3112648601252471,7.063962542165964,1
2,0.1,0.4487715515013076,7.042714628941304,1
3,0.1,0.5398558369990567,7.00757023796225,1
4,0.1,0.38662788258079445,6.958897086083353,1
5,0.1,0.25830003539660273,6.896995473072332,1
6,0.1,0.44370835318178925,6.8224533022282365,1
7,0.1,0.3272494608086708,6.736244256347694,1
8,0.1,0.5115807387281598,6.638996957304714,1
9,0.1,0.3020866144185338,6.531790538751725,1
10,0.1,0.5277961863494669,6.414195962895405,1
11,0.1,0.3430320273209004,6.289573981734058,1
12,0.1,0.6684027716325414,6.161524830357043,1
13,0.1,0.5019481369649955,6.029511255218579,1
14,0.1,0.43140066433449725,5.898931789698514,1
15,0.1,0.2855262972250687,5.762696891663816,1
16,0.1,0.4820108612503755,5.623948861657853,1
17,0.1,0.5575396736044508,5.445255385135425,1
18,0.1,0.10787147071336856,5.267629618202645,1
19,0.1,0.10618762274072578,5.125769909598256,1
20,0.1,0.10520889432879296,4.992171756238191,1
21,0.1,0.46315095908001497,4.874667331253221,1
22,0.1,0.48666421516735053,4.745694648631349,1
23,0.1,0.4806311805300111,4.646284071116553,1
24,0.1,0.3006052477110814,4.614042305384576,1
25,0.1,0.33810479192173676,4.591479739888319,1
26,0.1,0.4881629341387228,4.606543091931988,1
27,0.1,0.3026122966240963,4.649428566825034,1
28,0.1,0.5011142507020191,4.736783676506839,1
29,0.1,0.3916830702848912,4.852208584767207,1
30,0.1,0.23159727621469373,4.985105022903639,1
31,0.1,0.4106970142987887,5.141914003543392,1
32,0.1,0.47965372749618773,5.325441706496656,1
33,0.1,0.39051914480100774,5.511544891784372,1
34,0.1,0.4409910857642568,5.7166319235730665,1
35,0.1,0.6553207408956829,5.932914968539589,1
36,0.1,0.4968461303207307,6.148403050461344,1
37,0.1,0.4836559714889112,6.387369282566932,1
38,0.1,0.3757802064283425,6.636772224963587,1
39,0.1,0.6155347789186701,6.894299240212699,1
40,0.1,0.2998764149600027,7.163259583842655,1
41,0.1,0.7540580773701857,7.429860661438586,1
42,0.1,0.3177000095998254,7.6970519598515,1
43,0.1,0.6024758247107697,7.983582273751054,1
44,0.1,0.2169613853418616,8.267406754409715,1
45,0.1,0.8688027066483275,8.563695449803562,1
46,0.1,0.5097773495694855,8.826856756291019,1
47,0.1,0.5547201797683402,9.120617234752189,1
48,0.1,0.3924022938065267,9.415116953534378,1
49,0.1,0.21704110230983029,9.71751196926884,1
50,0.1,1.0469585070664167,10.023905341110234,1
51,0.1,0.23393714744353783,10.296156020915388,1
52,0.1,0.43540755200797776,10.600854274677355,1
53,0.1,0.24725419842136298,10.818799696256008,1
54,0.1,0.3274549632797527,11.082253028762658,1
55,0.1,0.3423800940881143,11.290075395803228,1
56,0.1,0.5292436910284601,11.508726081520093,1
57,0.1,0.5352430073283746,11.72227801216965,1
58,0.1,0.605872574630371,11.924837902570635,1
59,0.1,0.599304312310683,12.111616696269248,1
60,0.1,0.6389727404505018,12.28967866137143,1
61,0.1,0.49860482679878904,12.477731038085269,1
62,0.1,0.40418438812472507,12.704290641425946,1
63,0.1,0.4185470520460153,12.895770704587836,1
64,0.1,0.44899480305833167,13.090512837312787,1
65,0.1,0.35080635690026457,13.31685792737766,1
66,0.1,0.5466745818153836,13.499273070503733,1
67,0.1,0.40740277076929443,13.666254460725463,1
68,0.1,0.2534042810792069,13.852358023950204,1
69,0.1,0.7694385341078693,14.01363055593607,1
70,0.1,0.5758563980714306,14.22106025518413,1
71,0.1,0.309542410913176,14.427077904795427,1
72,0.1,0.2553652579743222,14.62941664427264,1
73,0.1,0.4678230012772007,14.82389160764216,1
74,0.1,0.4782808963002786,14.98799150159445,1
75,0.1,0.2173358608195933,15.13545961142764,1
76,0.1,0.37588462262476136,15.303170555354853,1
77,0.1,0.4027547031625015,15.500702020913616,1
78,0.1,0.6007510630491926,15.71990663705213,1
79,0.1,0.5658022534931821,15.919994843480476,1
80,0.1,0.3211248619803653,16.090368346877703,1
81,0.1,0.42120724784100727,16.30838499818793,1
82,0.1,0.3433360311964534,16.51349494163464,1
83,0.1,0.4094928715732027,16.741848276797572,1
84,0.1,0.48084292458801403,16.98292228261014,1
85,0.1,0.46912344964542296,17.179166913521108,1
86,0.1,0.6364891497354523,17.36271937046145,1
87,0.1,0.27307448063336137,17.564627173044972,1
88,0.1,0.5530693543559935,17.772978553360645,1
89,0.1,0.42239624327955216,17.98442017686718,1
90,0.1,0.3942360652112655,18.165773126396147,1
91,0.1,0.14138013151013706,18.380706193820682,1
92,0.1,0.41984180652653846,18.571315969759066,1
93,0.1,0.4460585852600305,18.739125210095956,1
94,0.1,0.35510184221974556,18.946995279439836,1
95,0.1,0.5195669482789981,19.17586214068304,1
96,0.1,0.41371048172781305,19.37364450233472,1
97,0.1,0.4464562177765707,19.55985297974074,1
98,0.1,0.4583540283692157,19.7659181202846,1
99,0.1,0.3209128986959713,19.94920400110599,1
100,0.1,0.43637484841663726,20.15416358994989,1
101,0.1,0.682624041907709,20.348286095860797,1
102,0.1,0.3246213046769852,20.55535511550517,1
103,0.1,0.6302782178057615,20.75458265556122,1
104,0.1,0.2356635528647497,20.947801932777114,1
105,0.1,0.6414346425353498,21.124563426259442,1
106,0.1,0.22789463795916848,21.331726621197685,1
107,0.1,0.31726693296289077,21.513268285054362,1
108,0.1,0.47887293372659845,21.693534968242908,1
109,0.1,0.4508484905694568,21.895965994402736,1
110,0.1,0.37546977188276204,22.078014227146724,1
111,0.1,0.6857882052801721,22.278811045835653,1
112,0.1,0.22861615204961366,22.45610863193652,1
113,0.1,0.6055879283078687,22.638719451205283,1
114,0.1,0.605036132246637,22.84305096641137,1
115,0.1,0.44537216234825605,23.065075800348694,1
116,0.1,0.3970940763710301,23.253350624394866,1
117,0.1,0.49023318927475273,23.476000201346988,1
118,0.1,0.7275577340167471,23.666413626404303,1
119,0.1,0.2759943106169609,23.892763074158278,1
120,0.1,0.6284376656469214,24.107988632118545,1
121,0.1,0.37560796327698115,24.330013801421597,1
122,0.1,0.4713426278288421,24.531242541182014,1
123,0.1,0.46120417848882866,24.758979603176794,1
124,0.1,0.6124344518231584,24.979277915324438,1
125,0.1,0.408248197367358,25.21176428786099,1
126,0.1,0.6747572243443327,25.44285951250477,1
127,0.1,0.5543372841505547,25.644929939802736,1
128,0.1,0.33589014862588973,25.829523920197296,1
129,0.1,0.461128381448513,26.023466982248518,1
130,0.1,0.3509577872692316,26.21965211766225,1
131,0.1,0.5547472586254522,26.421590247306025,1
132,0.1,0.1254103237124598,26.64619246905501,1
133,0.1,0.49382590208346805,26.852895649057412,1
134,0.1,0.2743435290491716,27.06636384239612,1
135,0.1,0.319464933284355,27.263951363053636,1
136,0.1,0.5231635587315744,27.45436887485289,1
137,0.1,0.515238587307164,27.624020223934497,1
138,0.1,0.13499633300799332,27.806241209005947,1
139,0.1,0.22878793575636563,27.993197056058012,1
140,0.1,0.22012508615747292,28.171187675032296,1
141,0.1,0.27877813417430763,28.348042214702392,1
142,0.1,0.27735659918932093,28.547698872732617,1
143,0.1,0.1820623816506161,28.762505973078508,1
144,0.1,0.5026217437716267,28.950980233955878,1
145,0.1,0.33419011540384297,29.13708514114116,1
146,0.1,0.46131658801226005,29.317112352391376,1
147,0.1,0.3777334577388478,29.51003985663863,1
148,0.1,0.18943111992075537,29.715242491036385,1
149,0.1,0.37894200063249905,29.911216237546483,1
150,0.1,0.4465157743903329,30.08775443790096,1
151,0.1,0.3794761495435799,30.285738570108727,1
152,0.1,0.2798047840541775,30.49109566511396,1
153,0.1,0.3984603923353959,30.689789597497473,1
154,0.1,0.32283382171641967,30.89552710461015,1
155,0.1,0.4670983497044426,31.09578750793302,1
156,0.1,0.451479638356974,31.3069406702111,1
157,0.1,0.41454590483233594,31.5208296263065,1
158,0.1,0.4774016337628694,31.746030582243616,1
159,0.1,0.48193952008574475,31.966143740194546,1
160,0.1,0.19770391035408014,32.18536730906959,1
161,0.1,0.4089425645062443,32.40004364930676,1
162,0.1,0.4245682597654871,32.61458318782245,1
163,0.1,0.3089092573257902,32.80730612212522,1
164,0.1,0.6414296678966457,33.002275420942624,1
165,0.1,0.24789293347239572,33.18681160249261,1
166,0.1,0.39353251263701733,33.371916381225475,1
167,0.1,0.48391305721926875,33.569642775384374,1
168,0.1,0.39658028903122633,33.748948312603936,1
169,0.1,0.3692300400861554,33.91584316031088,1
170,0.1,0.3726741232428295,34.09601170373602,1
171,0.1,0.6225521233654695,34.291489390481786,1
172,0.1,0.5162756892954127,34.465986190384875,1
173,0.1,0.46725220054684485,34.62913069365665,1
174,0.1,0.4564342537632493,34.80622973632331,1
175,0.1,0.6069055363115822,35.003248387969116,1
176,0.1,0.6863228151419201,35.19945122890665,1
177,0.1,0.3023293024925602,35.398222246849244,1
178,0.1,0.7073681446855551,35.59813985727931,1
179,0.1,0.6753027479910321,35.79285053303068,1
180,0.1,0.5532612313819718,35.983957064510776,1
181,0.1,0.312713124271938,36.19531345249407,1
182,0.1,0.3148075309949451,36.424542563058424,1
183,0.1,0.7106487884176765,36.65218135215143,1
184,0.1,0.3455040720567185,36.862685422483935,1
185,0.1,0.28673816918637157,37.059545793055854,1
186,0.1,0.43718440838775846,37.24556556676767,1
187,0.1,0.4810713640427213,37.41288417425611,1
188,0.1,0.5002615602142361,37.59892148343082,1
189,0.1,0.46839295736642667,37.805821150117374,1
190,0.1,0.44765069397632606,38.000909492305915,1
191,0.1,0.42919435626345087,38.189878152333186,1
192,0.1,0.403456975012032,38.37700896654555,1
193,0.1,0.3987475018185466,38.583459871821276,1
194,0.1,0.7812161571806833,38.806063827318084,1
195,0.1,0.287324446705308,39.03623540188033,1
196,0.1,0.5199594570223419,39.24517784824613,1
197,0.1,0.5268263281189394,39.43713300208199,1
198,0.1,0.37776247916344025,39.6468577100412,1
199,0.1,0.5039223917288154,39.86391144019997,1
200,0.1,0.41026108028426955,40.06064000405533,1
201,0.1,0.6273345872331177,40.27756718678521,1
202,0.1,0.5930251098309274,40.51515295608248,1
203,0.1,0.26983770061883355,40.755227019613145,1
204,0.1,0.27919616364704875,40.988091415356486,1
205,0.1,0.2595775449037703,41.21662259431796,1
206,0.1,0.479541294835685,41.439827057234346,1
207,0.1,0.7429636376614079,41.64402211208909,1
208,0.1,0.5413048845486685,41.85871477923105,1
209,0.1,0.551263237224779,42.08264639703266,1
210,0.1,0.5622813366988441,42.312213192048766,1
211,0.1,0.5862257796979022,42.54203223686486,1
212,0.1,0.5883951001791092,42.752096281692324,1
213,0.1,0.6774767563489762,42.94619149433023,1
214,0.1,0.6454250982978018,43.13627756228122,1
215,0.1,0.6147614548754069,43.325549962598025,1
216,0.1,0.5857038689103301,43.5133602655402,1
217,0.1,0.45496214494034315,43.69878477071488,1
218,0.1,0.43297182630043635,43.881732190348785,1
219,0.1,0.4009974248464583,44.06220249358956,1
220,0.1,0.5771083782002067,44.23772602448951,1
221,0.1,0.5790767416730725,44.40291498232484,1
222,0.1,0.5842661213738255,44.56212675598726,1
223,0.1,0.44675936643671416,44.715580379087896,1
224,0.1,0.4291836745228284,44.88346153974507,1
225,0.1,0.6305391877426528,45.063210884688694,1
226,0.1,0.6493894538020021,45.23524395985609,1
227,0.1,0.5598107845229254,45.39840738339001,1
228,0.1,0.22072924470409805,45.56548043442706,1
229,0.1,0.11280975307196021,45.73771721208533,1
230,0.1,0.32885632127139003,45.92769727014278,1
231,0.1,0.16000785086111785,46.13526857175272,1
232,0.1,0.40105219137386766,46.34594509874819,1
233,0.1,0.7555508041194863,46.55001852639578,1
234,0.1,0.3349763501339772,46.74717186152088,1
235,0.1,0.5645816102396009,46.93394664861976,1
236,0.1,0.24401668641051807,47.1389032904197,1
237,0.1,0.3728960211488783,47.33710053875652,1
238,0.1,0.3575612739157853,47.53851985868296,1
239,0.1,0.34380552758077687,47.740933124675955,1
240,0.1,0.33182521176233093,47.942352662360406,1
241,0.1,0.32181866897732553,48.141755281516936,1
242,0.1,0.45566789132141494,48.3387096738837,1
243,0.1,0.5610241268699384,48.55117367493059,1
244,0.1,0.6801788156034747,48.78368330182238,1
245,0.1,0.34971766489686423,49.01874216266881,1
246,0.1,0.3624442919094862,49.23478647761288,1
247,0.1,0.3058392356405063,49.431781295051024,1
248,0.1,0.21351230297624704,49.64503710323233,1
249,0.1,0.3709409676848831,49.853489084323925,1
250,0.1,0.49426215166593335,50.05002312789217,1
251,0.1,0.34503454648422405,50.23827678669506,1
252,0.1,0.561873328913318,50.443465993298354,1
253,0.1,0.6480008552071812,50.66910246939042,1
254,0.1,0.9023755589266926,50.91219031322607,1
255,0.1,1.1575417524295872,51.17567959876298,1
256,0.1,1.3962368989958935,51.45792052634776,1
257,0.1,1.3852864212672145,51.75841016631884,1
258,0.1,2.0143692153875326,52.07616963089949,1
259,0.1,2.000223294146346,52.41326028602702,1
260,0.1,2.684441166634223,52.76856361726287,1
261,0.1,3.0407314610675584,53.14074056866772,1
262,0.1,3.405054298296058,53.53421448775954,1
263,0.1,3.7986584762966555,53.94822138597046,1
264,0.1,4.218492085744404,54.38266328104561,1
265,0.1,4.236880141612356,54.8368523714595,1
266,0.1,4.255268355453283,55.310723795887576,1
267,0.1,5.605587538501837,55.80366957861836,1
268,0.1,6.095734138735997,56.31705288489502,1
269,0.1,6.62586860243949,56.85036789755505,1
270,0.1,7.171846770793615,57.40355694651005,1
271,0.1,7.719421653070672,57.97663195484709,1
272,0.1,8.296234509015429,58.57003001017878,1
273,0.1,8.873179717192189,59.18227688898145,1
274,0.1,9.49491446537982,59.8151548145983,1
275,0.1,10.136980799815477,60.46792783814453,1
276,0.1,10.795817545157883,61.14038790162999,1
277,0.1,11.454525455958612,61.83312585136775,1
278,0.1,12.150610258900993,62.54565454876237,1
279,0.1,12.868280283320763,63.278447697099125,1
280,0.1,13.604933836388357,64.03114327378069,1
281,0.1,14.358502714018837,64.80376215743547,1
282,0.1,15.133349096295508,65.5963167793211,1
283,0.1,15.922171141655555,66.40882200528954,1
284,0.1,16.740404052074656,67.24140522497765,1
285,0.1,17.56824960586287,68.09394692518073,1
286,0.1,18.436259361152064,68.96625305920739,1
287,0.1,19.30478031006353,69.85863448091192,1
288,0.1,20.191660633473255,70.77055199881812,1
289,0.1,21.10819396430273,71.70244290030057,1
290,0.1,22.04534432765804,72.65435531675674,1
291,0.1,22.029074420142997,73.62606428315526,1
292,0.1,23.96631268743738,74.61747862946217,1
293,0.1,24.96358474618748,75.62867465713302,1
294,0.1,25.97504056529355,76.65985650881481,1
295,0.1,27.01237858270717,77.71018750802396,1
296,0.1,26.976993774959872,78.7802904095729,1
297,0.1,26.941683901220966,79.86956577366371,1
298,0.1,30.22516877201568,80.97678903010357,1
299,0.1,31.338684386186973,82.10481835815189,1
300,0.1,32.46761247799228,83.25248487506174,1
301,0.1,33.62013411167751,84.42008354332489,1
302,0.1,33.58504731464696,85.60741271532912,1
303,0.1,35.984601479849694,86.81440965182256,1
304,0.1,37.19229988024639,88.04127418864009,1
305,0.1,38.4237554064254,89.2878113848152,1
306,0.1,39.67324542209724,90.554045624123,1
307,0.1,40.94505866965599,91.8399999973364,1
308,0.1,42.23376103130709,93.1457580473106,1
309,0.1,43.54629720406849,94.47134448545098,1
310,0.1,44.87594138869284,95.81642154357971,1
311,0.1,46.22532810541359,97.1813985854378,1
312,0.1,47.596235587877516,98.56620497363895,1
313,0.1,48.98497247826118,99.97072719570666,1
314,0.1,50.39600076566589,101.395110655632,1
315,0.1,51.82729977559901,102.83929798880942,1
316,0.1,53.27594533937857,104.30326488086567,1
317,0.1,54.74996656297962,105.78705551187653,1
318,0.1,56.2365521062002,107.2906294157639,1
319,0.1,57.748432168215786,108.81402603596102,1
320,0.1,59.27750494397202,110.35720746211862,1
321,0.1,60.827734998241674,111.92014448679099,1
322,0.1,62.399594742134724,113.5028692169379,1
323,0.1,62.35238309554766,115.10537499492573,1
324,0.1,65.59888029776552,116.72760543232528,1
325,0.1,67.22830068397772,118.36971760811447,1
326,0.1,68.87963314204639,120.03159008354326,1
327,0.1,70.54866193202687,121.71330512122263,1
328,0.1,72.23899893544908,123.41484144859577,1
329,0.1,73.94863054820237,125.13619307533996,1
330,0.1,75.67967320676178,126.87732260470995,1
331,0.1,77.42900476109769,128.6383020334527,1
332,0.1,79.19910076267034,130.41905956806613,1
333,0.1,80.98905997966018,132.2196705376106,1
334,0.1,82.80032763919536,134.0400668934383,1
335,0.1,84.62908047613483,135.88031890431031,1
336,0.1,86.47956672568422,137.7403635058908,1
337,0.1,88.34896964489583,139.62023014271514,1
338,0.1,90.23902368611425,141.51991838389938,1
339,0.1,92.14922088428301,143.43946410768055,1
340,0.1,94.07893305848773,145.37885275491254,1
341,0.1,96.03032136481701,147.33808676926418,1
342,0.1,97.99865690875575,149.31706818968274,1
343,0.1,97.99819061346035,151.31591666574198,1
344,0.1,97.99772705032066,153.33457297874077,1
345,0.1,97.99726621937539,155.3729701661754,1
346,0.1,97.9968081206631,157.43070043158156,1
347,0.1,108.13572924681458,159.46436521713412,1
348,0.1,110.1998355030141,161.53763020511218,1
349,0.1,112.2851620737867,163.63076110760284,1
350,0.1,114.38992234680558,165.74366440082076,1
351,0.1,116.514504053653,167.87647735183742,1
352,0.1,118.65902531693791,170.029149689236,1
353,0.1,120.82307039545717,172.20168629950405,1
354,0.1,123.00777981376088,174.39410848296535,1
355,0.1,125.21339261948746,176.60637637589346,1
356,0.1,127.43695771356103,178.83845665284193,1
357,0.1,129.6816721179186,181.09043662040713,1
358,0.1,131.94723863344475,183.36231857663972,1
359,0.1,134.23121659720508,185.65405432304982,1
360,0.1,136.53617120246696,187.96557675389047,1
361,0.1,138.8600736627262,190.2970389896018,1
362,0.1,141.2046718973716,192.64832668831545,1
363,0.1,143.56904344128225,195.01943601929028,1
364,0.1,145.95340528306753,197.4104244467735,1
365,0.1,148.3584298273655,199.82124040857929,1
366,0.1,150.78231816942116,202.25194112575684,1
367,0.1,153.22618566191696,204.70252486463292,1
368,0.1,155.69011613106156,207.17300836238414,1
369,0.1,158.17468539666442,209.6633840128712,1
370,0.1,160.67872423384313,212.17365293081866,1
371,0.1,163.2027914576547,214.70381836824785,1
372,0.1,165.74737433394708,217.25388108319916,1
373,0.1,168.311393108827,219.82377850960938,1
374,0.1,170.89662305326536,222.4136200759874,1
375,0.1,173.49954213354093,225.02318040384617,1
376,0.1,176.12363853250451,227.65271734275106,1
377,0.1,178.76765419213248,230.30215976177067,1
378,0.1,181.4325081057756,232.97150977439463,1
379,0.1,184.1157632555624,235.66073823123475,1
380,0.1,186.81991764761742,238.36990288236407,1
381,0.1,189.54373443232498,241.09897487395557,1
382,0.1,192.2877514461896,243.84796049345468,1
383,0.1,195.0519260473414,246.61687393500137,1
384,0.1,197.83570374078562,249.40569894914773,1
385,0.1,200.63993951263885,252.21445438866417,1
386,0.1,203.46361622113722,255.04307227567136,1
387,0.1,206.30766058591323,257.8916422082704,1
388,0.1,209.17205020021117,260.76008256254755,1
389,0.1,212.055642339846,263.64844815108074,1
390,0.1,214.95917379984445,266.5566961288234,1
391,0.1,217.8836447649686,269.48489782474667,1
392,0.1,220.82792819879393,272.43303164131083,1
393,0.1,223.7908265481055,275.4011003975195,1
394,0.1,226.77459792822074,278.38910794131306,1
395,0.1,229.77850067255497,281.39704391097763,1
396,0.1,232.8021570758744,284.42490010672293,1
397,0.1,235.84651974695564,287.47270337343593,1
398,0.1,238.9101732555974,290.54043756708484,1
399,0.1,241.99461772736808,293.62809895841076,1
400,0.1,245.09745543927878,296.7356251577266,1
401,0.1,248.2212960258469,299.86311493959425,1
402,0.1,251.36503755173683,303.01054400195426,1
403,0.1,254.52889513914423,306.17792164172846,1
404,0.1,257.71246712904355,309.36520346182454,1
405,0.1,260.9161397942448,312.57244648558475,1
406,0.1,264.13985162053035,315.79963127270173,1
407,0.1,267.38333359122123,319.04676800329423,1
408,0.1,270.64695703062574,322.3138558893322,1
409,0.1,273.9307168962479,325.60089577384935,1
410,0.1,273.9106790946412,328.90788848372245,1
411,0.1,280.55808837036045,332.2348348435754,1
412,0.1,283.9017045251942,335.58173566060896,1
413,0.1,287.2656616697349,338.9485917160982,1
414,0.1,290.6494573326272,342.33539423663126,1
415,0.1,294.05281371728734,345.74215556900657,1
416,0.1,297.47644239923596,349.16887602809834,1
417,0.1,300.92045830804216,352.61555465414267,1
418,0.1,300.9035189432912,356.08219147741556,1
419,0.1,307.8676846115183,359.5687879574045,1
420,0.1,311.3712659591259,363.0753369928099,1
421,0.1,314.8953979145981,366.60184247246764,1
422,0.1,318.4387702466326,370.1483047057497,1
423,0.1,322.0022716699075,373.7147246372018,1
424,0.1,325.5861713417528,377.301110939108,1
425,0.1,329.189598069467,380.9074600658252,1
426,0.1,329.21501474648244,384.5337737016985,1
427,0.1,336.45685949260275,388.18005191690867,1
428,0.1,340.12049080573973,391.8462877213583,1
429,0.1,343.80461777761326,395.53248515191007,1
430,0.1,343.7531848491443,399.2386462596662,1
431,0.1,351.2315499966025,402.9647635619522,1
432,0.1,354.975192906085,406.7108458665556,1
433,0.1,358.73866188855175,410.47689715515685,1
434,0.1,362.52228085562757,414.26290982545254,1
435,0.1,366.32596921326524,418.06888755943726,1
436,0.1,370.1496183792934,421.8948375395686,1
437,0.1,373.9933090123076,425.7407506294182,1
438,0.1,377.85683444897603,429.6066320342722,1
439,0.1,381.74065403311624,433.49247865618804,1
440,0.1,385.6440651096219,437.3982947153006,1
441,0.1,389.5676388105556,441.3240835064001,1
442,0.1,393.51115741468,445.269844125826,1
443,0.1,393.5235852213826,449.23557169051577,1
444,0.1,401.4584980463926,453.22126323491915,1
445,0.1,401.43247846243344,457.2269319115299,1
446,0.1,409.4857564612487,461.25257448628616,1
447,0.1,409.4997510451633,465.29816426295423,1
448,0.1,409.5137459495308,469.3636884036706,1
449,0.1,409.5277411743183,473.4490941275209,1
450,0.1,425.77950983036493,477.55410977984,1
451,0.1,425.794641300241,481.67920369951304,1
452,0.1,434.0458461257387,485.82426564505164,1
453,0.1,438.20897639769896,489.98930647322055,1
454,0.1,442.3924877080674,494.17432414587535,1
455,0.1,446.5952888202297,498.37931474208716,1
456,0.1,450.8184763717563,502.604283931949,1
457,0.1,450.8359450614865,506.84923102301974,1
458,0.1,459.32479389321935,511.1141563606126,1
459,0.1,459.3430476469448,515.399056095351,1
460,0.1,459.36130230707363,519.7039273694354,1
461,0.1,472.2344906906297,524.0287595471458,1
462,0.1,476.57734995163577,528.3735718835159,1
463,0.1,480.94045369569403,532.7383653142504,1
464,0.1,485.32362275614315,537.1231349778066,1
465,0.1,489.72681331230405,541.5278821099394,1
466,0.1,494.14984321991045,545.9526066970836,1
467,0.1,494.1711940059678,550.3973135453707,1
468,0.1,503.05605742258615,554.8620017112769,1
469,0.1,503.03897630707564,559.3466714578876,1
470,0.1,512.0423326353904,563.8513230636382,1
471,0.1,516.5653979855897,568.3759532677652,1
472,0.1,521.1085321374999,572.920563015528,1
473,0.1,525.6715909516907,577.4851525573941,1
474,0.1,530.2547456207736,582.0697256477987,1
475,0.1,534.8579071960222,586.6742784851881,1
476,0.1,539.4809942432058,591.2988153222733,1
477,0.1,544.1240417676886,595.9433325832993,1
478,0.1,548.7872007324223,600.6078310492423,1
479,0.1,553.4702852503418,605.2923110346782,1
480,0.1,558.1733571680013,609.9967722091087,1
481,0.1,562.8963900550763,614.7212190994463,1
482,0.1,567.6396507542889,619.4656507946697,1
483,0.1,572.402575471187,624.2300673887928,1
484,0.1,577.185766910316,629.0144693661955,1
485,0.1,577.2141573089755,633.8188538600635,1
486,0.1,586.8118454684278,638.6432184967896,1
487,0.1,591.6550421461361,643.4875699290055,1
488,0.1,596.5180119228221,648.3519039218188,1
489,0.1,601.4012934464524,653.2362252074189,1
490,0.1,606.3041732745513,658.1405329414367,1
491,0.1,611.2272982631882,663.0648273076744,1
492,0.1,611.2388164254526,668.009105771241,1
493,0.1,621.1334587381995,672.9733660147458,1
494,0.1,626.116498299454,677.9576116064509,1
495,0.1,631.1195746388559,682.9618416002434,1
496,0.1,636.1427114439684,687.9860569094509,1
497,0.1,641.1859012514831,693.0302577385949,1
498,0.1,646.2491990891616,698.0944473241356,1
499,0.1,651.3324733085077,703.1786248150694,1
500,0.1,656.4358472382885,708.2827877279157,1
501,0.1,661.559470284857,713.4069397980455,1
502,0.1,666.7027537793302,718.5510796908367,1
503,0.1,671.8663210302691,723.715208526553,1
